order_id,payment_type,payment_installments,payment_value
wRbdaMbN9m6h,credit_card,1,829.74
Wlcm4tTZkTJ0,voucher,1,83.43
Z5XJvpgclee5,credit_card,6,274.98
NT3gu2ZR3zcw,credit_card,3,267.99
x8B0DYjnJlCZ,wallet,1,93.36
tBBoMUDnHZpU,credit_card,6,146.66
Z1SOjzrzeJJV,credit_card,6,2.92
XCUBBv6kLABv,credit_card,1,514.6
yC6zU8uwckxW,credit_card,8,34.75
ot8zJ26ehSqF,credit_card,4,126.9
IVSOQ3AbkKac,credit_card,2,68.69
mdcw4HKOaF3c,credit_card,1,5.5
wGwgKsMyBMsf,credit_card,1,159.16
SPK1Vh7tOQEL,credit_card,1,135.94
lGPbxAhw6FpJ,credit_card,1,218.07
xHgGt6Sd70L7,credit_card,2,41.17
fkYyY2ATvFGb,credit_card,4,3.89
T8ITCh5Cazqa,credit_card,9,216.29
XIdxIDVPhLqx,wallet,1,88.89
hD0ImJ6ZKqfy,credit_card,1,50.08
KxYm62755AFP,wallet,1,3.67
4kgnWYasl34o,credit_card,1,88.62
9qA9QY8K6B87,wallet,1,297.99
o0hQnaXSJ3wt,credit_card,8,35.85
x7zmnZoZftUn,credit_card,3,233.38
JtPW7uOyfsCf,credit_card,2,34.18
Fp0dSkup384s,credit_card,1,60.34
qKWDwh2G2j0d,credit_card,10,166.17
MKydvc3lyQv9,credit_card,1,243.71
rEQD0YUdrzZG,wallet,1,188.01
DpcmuCHYtu9L,credit_card,6,218.13
1xNcJT83e6xY,credit_card,10,1832.54
omzX3VWB95vC,credit_card,1,862.05
9TpSNgRPa6uO,wallet,1,165.4
snncEZNWp8MN,credit_card,1,428.58
wzbhGyslVqkg,credit_card,3,50.29
8CAZRsToFAKL,credit_card,3,296.93
ho2FD8JvQZjR,voucher,1,145.48
stUB86YtzCDa,credit_card,10,121.85
dCRB0EygHky8,credit_card,3,181.16
i5KRFUPbssIa,credit_card,6,56.09
CbsjYbUK1HLf,wallet,1,223.32
tFSYkoHt4I7a,credit_card,3,468.24
auqOXTHiDf6q,credit_card,1,212.59
OnCrrfoWsd4P,credit_card,1,399.32
VinG6wNgroZq,credit_card,2,272.53
1VlPh7dw4C5M,credit_card,2,598.71
XMpTDLHTVvsj,debit_card,1,95.21
I6slV06aC6GF,credit_card,6,248.82
3lkCTGIBnCwH,credit_card,6,204.52
fXaF6GX52pxo,credit_card,3,171.82
Dr9oVALtDPdl,credit_card,6,741.1
zdk0PeZKvGOT,credit_card,1,187.04
WSiRjJMIeaYq,wallet,1,35.35
Hpds0waB3ka9,credit_card,10,137.99
wJg5DW4YkFpU,wallet,1,239.46
TDo46Ssf1H0Q,voucher,1,369.87
3lhJrxKBHQUJ,credit_card,7,187.06
iNPdgoKcIsHy,credit_card,3,967.67
S5g919DO3P9s,credit_card,1,90.14
dgFOfsvdOb7e,credit_card,1,114.58
gJml0oUqmDuW,credit_card,1,167.66
1nGLhaGZiAMP,credit_card,6,284.06
eJ7xdn16vGCg,credit_card,2,76.33
l0DNa54ywbXE,credit_card,5,1423.21
QIT8C4cmdUjF,credit_card,3,173.71
GDmcEMAFoerc,wallet,1,113.42
tQWMkhSBzZ3g,credit_card,4,2150.22
3B3byCu3vXqR,credit_card,4,1416.7
n0cuPLJgkQgF,voucher,1,527.77
ggaNJ0I1PNmS,credit_card,3,67.22
6yHgdfq6zran,wallet,1,182.63
ezhGgS8PYBRg,wallet,1,440.49
LRlpZ1Yfc34q,credit_card,15,87.79
8jSHeD9MGBLv,credit_card,1,27.38
3B0nUhK4DEJv,credit_card,1,30.3
fgsqRD6g5FaW,wallet,1,314.3
g6dO4ERV22TI,wallet,1,18.06
7r33IHGdBL5J,credit_card,2,294.06
YbiXdKZsxTPX,credit_card,8,65.69
bQyBqNpaCiSj,credit_card,2,108.02
6f4rNIfyCNGx,credit_card,6,173.71
dlgGavCidpAr,wallet,1,17.55
AeeSuOkQENCo,wallet,1,40.66
eMC5czGFDcTZ,wallet,1,228.24
4Bd60gu3moYX,credit_card,8,239.9
4sZsZlnl9vz7,credit_card,3,141.3
4R1Huiv31HLl,credit_card,3,183.56
zTJu95ERayY9,credit_card,1,40.41
XCOFDhkcdunl,credit_card,2,67.23
BmTQAU94qvE0,credit_card,3,44.3
NqyyasZWaj9l,credit_card,1,283.65
CxLdVyVMbUIb,credit_card,3,82.03
mUQumaksEHJK,credit_card,1,278.47
L5HuB6tith8Y,credit_card,1,89.97
gbrIEBnsgwkl,credit_card,4,117.62
46LzHH2CQn5v,credit_card,3,436.25
jgAqrj9gnf8v,credit_card,1,89.7
NKjnB4BIIz9D,credit_card,1,1115.48
KoLRUTtD3FvM,credit_card,4,17.61
GHjGitOJLJoh,wallet,1,8.71
FcUbn2p0Qu4B,credit_card,5,67.1
oa1hv19sGU8B,wallet,1,113.6
YDaBEaGwMj5I,credit_card,1,104.76
CFHsR9NxWzEk,credit_card,1,69.0
POvKyPZshWkS,credit_card,1,574.68
sfqzOjQDIFIl,credit_card,1,149.01
ETSK5UAo3vod,wallet,1,201.57
kRY3AnWiRfbt,voucher,1,256.11
TsTrxVz9AR2V,credit_card,4,35.64
BfaILt2OeRLM,credit_card,3,244.29
z0qMtHVrHRFZ,voucher,1,48.83
gh889CafCVMV,credit_card,1,33.89
mlOhePMcS0aF,credit_card,2,391.46
d8LDAcIuufrO,credit_card,1,152.54
GScs5FC5uv3m,credit_card,6,125.42
Hr5ntcHOzWcP,wallet,1,52.45
07UWbRTDsgjc,credit_card,1,357.75
eZYOAqdHisPU,credit_card,3,67.03
LW5xdwiSb6h4,wallet,1,162.56
eKiSjneBCqRW,credit_card,7,12.68
zKDNM7xomVjN,credit_card,3,1.53
nWzBnthSCtXu,credit_card,10,197.72
0f5CV3Wcanyd,credit_card,1,158.74
IC8OvztFvNSB,voucher,1,45.72
MHn9O8s7xF7p,debit_card,1,188.77
nd6kNvLlfIsL,wallet,1,242.1
VzrlNHcO1hym,wallet,1,74.88
Rr4HrGZDglb0,credit_card,3,2566.9
3pkFoGHApXvs,wallet,1,178.32
NzIzJuP7Aj2y,wallet,1,237.26
MoSr7pXrUkEJ,credit_card,8,159.36
jSPg0a3KzKpw,credit_card,1,150.87
XlVR10m5gS39,credit_card,1,43.98
jXA3Y6eDqCtw,credit_card,3,347.4
NxSmmXJh6NEw,wallet,1,432.1
pGG0zGP9EXs1,wallet,1,23.16
pnXpreaSvZkb,credit_card,4,328.0
8V0w5tPUXJ6k,credit_card,3,249.72
OnJCRnDGRgBE,credit_card,10,237.69
7WA4fJkOWt2T,credit_card,3,313.99
K5rbu4flPDFg,credit_card,4,382.27
XnHuxkRhETVW,credit_card,5,68.91
UWwqGBmXEVvh,wallet,1,477.61
3SHqacfMYw70,credit_card,1,298.39
uaw5Vz5xT6Zt,credit_card,5,152.25
JTcuQPZe2vxv,wallet,1,298.39
zKPlfwPvTXB5,wallet,1,213.46
xcvITiLozQ1v,credit_card,1,417.55
lDliDmrzLGRM,credit_card,8,70.51
wOaEKehFaDGb,wallet,1,90.22
hOEkoT6llnR2,credit_card,4,53.8
X8sRh8hxU4lY,credit_card,3,26.0
pPn3E97KlkUJ,wallet,1,4.6
9ODhryhHx7h3,credit_card,8,185.2
rRH6grRh5szG,credit_card,4,65.77
IKuFJzxdnkI8,credit_card,10,286.18
0x8kiPwGgj0u,credit_card,1,208.2
jMONuuzZetEb,credit_card,2,340.02
8nFSKqwoib3X,credit_card,2,236.23
rmxhl4SVtTfG,wallet,1,282.87
HNN40vr9BV2z,credit_card,1,413.97
ftsxV2tVM640,wallet,1,107.82
s6fkp7n4cWld,credit_card,3,127.76
aHxpYKelMktJ,voucher,1,1843.85
m1vsHepJ6gOA,credit_card,3,93.34
nV0cONkgnH1u,credit_card,1,610.92
oRRdY3pb2z8f,credit_card,1,72.14
HpvZzpK0C4Bi,credit_card,4,73.33
6vZK6eLzUWsH,credit_card,5,114.81
IOykZUF9Pgbm,credit_card,4,302.9
ouFq4PYjmXJt,wallet,1,35.73
kz9Sba1MLkY6,voucher,1,107.08
SnnlFHJZ87Hf,credit_card,6,169.62
S87eRJDSFhF5,credit_card,2,485.51
OMUQwehS6jB6,credit_card,10,120.8
W1CWYtLkCKlR,wallet,1,131.02
F57iTnbR0RzP,credit_card,3,122.69
j9UyhLbMSnGe,credit_card,3,61.76
Gb1DBEU2jKtD,credit_card,3,188.44
t58M9UzZD62p,voucher,1,239.57
tbEyYxk5iWVt,credit_card,1,203.8
GVcxnWwlAPf7,credit_card,8,93.83
sch6V7V0jbJ8,credit_card,5,224.78
RQZILCrflZVo,credit_card,1,45.97
Xm535wYnCmgm,credit_card,1,69.88
9tEDp9MGtBEZ,wallet,1,274.81
cLHv3apWUc9I,credit_card,8,991.52
OYChKgUKeoYu,credit_card,6,94.44
IOHcSLsjwF7G,debit_card,1,745.3
5zvkNK8yUsT9,credit_card,7,344.28
U7NlYliQnv4X,credit_card,6,249.3
As3pMg1QIGMZ,credit_card,8,138.79
wI3d5a4luTVz,credit_card,4,292.38
0WMuDRuvzwmS,credit_card,2,272.61
cI6xAdL6WAXg,credit_card,1,44.4
00IT5KCtKVtt,credit_card,5,185.03
VzJSlgqmZV5N,wallet,1,568.85
KTvyQfkDassg,credit_card,4,190.37
w8zW9LPsHWja,credit_card,4,401.53
FBLA9AOJETrQ,voucher,1,1843.85
p2tS21PJU4lm,credit_card,2,308.84
iEuFXxb0dC2S,credit_card,3,264.95
efQAmC9OEq4n,wallet,1,79.54
yKF1kpex7xLB,credit_card,1,269.12
4awd8siKPPNW,credit_card,1,971.96
laJS13VyelTQ,credit_card,1,248.04
r0bNC5QzEsNb,credit_card,10,161.84
2Das3d3Jokla,voucher,1,8.6
Hgolec8IIyKH,debit_card,1,171.43
vBjjugOgzxk7,credit_card,3,68.91
aiAUqJe8Vow5,wallet,1,90.69
V1dHjjfAhRyA,wallet,1,20.96
Cj3PJoyliyaW,wallet,1,230.44
UaEbQ7CR8Mil,credit_card,3,1222.46
rVXWTkkhhJod,credit_card,1,351.5
4KA6nlUXCLym,credit_card,10,91.08
GwiMrNoNv6DF,voucher,1,23.78
gZ5NYEtpyLPr,credit_card,10,10.46
HFCzg4L6NHxQ,credit_card,6,300.58
vA431kLzaZ6Y,credit_card,6,80.81
Yz2f2AL5bvYG,wallet,1,38.49
q8h3yLcs3hXg,credit_card,9,264.08
YVL26mGCrBJL,voucher,1,181.86
0KD1VscAnQ4j,credit_card,8,198.09
LoqGM2jiF9xs,credit_card,1,204.02
QKVc2FdhwGc3,voucher,1,290.54
qXosVU97F9bN,voucher,1,235.13
wfPA2Iu7crDW,credit_card,4,163.2
fNYXDwJtRyJX,credit_card,10,26.78
OVqNFsilwxXP,credit_card,4,182.42
Pn1tBnP7gaxc,credit_card,3,47.96
00Steb8I9jTO,credit_card,2,270.89
cCNpzaUTPkEr,voucher,1,145.48
xlv0KBtWfdAt,wallet,1,194.63
BXZNFPNMCDj3,wallet,1,179.8
bXd6pD7Rp1Ds,credit_card,3,57.27
WCBu8XDxfUd1,wallet,1,371.68
qOFjbrazbNLj,credit_card,1,317.97
emsshNRCTQvn,credit_card,2,249.25
Xf5P7OKNAfho,wallet,1,213.51
U6K6ctFqNY90,credit_card,1,437.84
dPlDgPUx1iN0,credit_card,10,16.24
5DZCLO4b1PMS,credit_card,10,313.93
H3M4zB4xCHug,credit_card,1,479.17
eYb21sPakA8I,credit_card,1,190.57
hDUQPVgYYzZV,voucher,1,41.17
q7r7e5BUQc1I,wallet,1,675.77
WXo2jbWAfkzD,credit_card,2,33.49
ET207SFW06Rr,credit_card,4,60.96
EQvihdjV0DF4,credit_card,1,245.72
oEkYrW2baNFV,wallet,1,494.0
pWsTRwivjpoa,wallet,1,228.24
d8kyxCvfLxtv,credit_card,3,171.85
YoSEGhdOmo9F,credit_card,1,75.3
IjjD6kesyBo5,credit_card,1,582.94
X18LpRmO8Wi7,wallet,1,106.45
HUQzBsZECU43,credit_card,4,265.9
m9O8Rb6ngJiP,voucher,1,534.25
vPWpTpDF60JT,credit_card,1,134.61
kskYoeGf9wUP,credit_card,3,115.08
RgODIKTpQQpe,credit_card,8,2252.66
YiDNvIs6gka9,credit_card,1,101.96
LRx3ezL8ajAw,wallet,1,448.44
W8g1no8qXjau,credit_card,1,25.84
JJBzxQQZW5gf,voucher,1,1030.83
MNs8A4Lwlji0,credit_card,4,83.62
skAEFoW9AyvN,credit_card,1,815.65
PBoszlRvrDZD,credit_card,10,101.03
CNOksLuB6dxR,credit_card,3,18.29
zlAyYqCovZvk,credit_card,3,674.22
kYonVjF43MHP,credit_card,1,277.25
9k5JJPfPdix9,credit_card,3,8.0
VvkwaMb2oweh,credit_card,2,156.83
yv3LeK7rs2S3,credit_card,1,179.36
7FDEUrIygTu2,credit_card,1,96.0
OsIWtSMCRFoE,wallet,1,238.76
HOiEgGC53Pyz,credit_card,4,96.24
PFm3sXw7NDOT,credit_card,2,141.74
SNVZFCOldzJ1,voucher,1,1843.85
s14HVqHkufpj,credit_card,2,176.22
Jtb34gARBfRO,credit_card,2,66.06
yok44v7aQEe7,wallet,1,362.39
XTr56wI1wNPn,credit_card,4,138.19
FcLtuZiRCFFw,credit_card,5,54.6
P1PcS4HD3PQq,credit_card,3,48.11
Aa5dVmVI5ok2,credit_card,1,57.42
jtUpbAXWsnba,credit_card,2,688.35
uIY9EPhZiyM9,credit_card,2,6.2
FvPB1h95lhgm,wallet,1,967.67
izEQHmBhPIuz,wallet,1,674.83
vZnYoA8YKoaQ,credit_card,1,53.19
3jhTYXeadq98,wallet,1,220.63
1MhzNdRh199b,credit_card,1,79.96
Pb2gTztZAVnO,credit_card,2,260.1
J4yz3fNV544s,credit_card,10,289.83
TCEbLOFbXQr3,wallet,1,63.83
Vj0V8Ctv6OZS,credit_card,1,273.46
6caUtawqhEv6,wallet,1,9.02
qMg5AI2ZwDcO,credit_card,3,218.67
njcx1IQW1Hem,credit_card,10,0.17
Lj9wNuUfMW1N,credit_card,4,186.19
gVVwVAWeETkf,credit_card,1,287.54
L22LMu7RuRTr,wallet,1,5.09
e8keHvRIBsxZ,credit_card,6,197.43
1RF7ry8b0LLm,credit_card,1,46.65
gwvLGsUuAlax,credit_card,8,218.93
8GIY4TjJLKc4,voucher,1,214.96
AN5zivgGXsnS,wallet,1,276.35
Y6TIe5869EHJ,wallet,1,206.39
LgpNzWADNFpU,credit_card,4,262.09
7a7yXQDmnTKD,credit_card,6,453.85
vckuuRVbFKPo,credit_card,3,5.78
gmIVsWvtDEYe,credit_card,3,383.1
Jmph6qJuzx2l,voucher,1,100.05
2rPZcXGa5plY,wallet,1,181.62
OFojSH0SYxQj,credit_card,3,49.28
dJhUJyxGykTR,credit_card,10,14.46
NlNdJFCUZKbm,credit_card,3,190.04
s3MfYekXpzeb,wallet,1,127.1
31VsWeBAl310,credit_card,2,207.73
lGHjtAEVyz4k,wallet,1,243.29
N9NAylOpTuYm,credit_card,1,53.13
bGZHkVyflrCI,wallet,1,260.27
jMf3WZULZX5J,credit_card,2,71.92
kEn3DUZ9dUKP,credit_card,4,137.22
SwvaoVVHrO7M,credit_card,1,135.15
EFBGXXkKwxlR,wallet,1,77.61
c8kpTcfGkUBs,wallet,1,182.89
twuEudx8BJu9,credit_card,4,134.91
uxifDHFtEeU0,voucher,1,406.58
68Kllqy62AJt,credit_card,1,156.73
DLNAGywCf3K5,credit_card,2,376.76
tTPCq7yytRJd,credit_card,2,46.89
HMX5D8BL8Aph,credit_card,10,156.99
rJljlEQzerBw,credit_card,10,47.81
KmuobQHww5ie,credit_card,1,58.62
JesPBO43IR3r,credit_card,2,40.12
VNfqWVPmvMLc,credit_card,2,469.32
jgVSAu6I98yM,wallet,1,292.24
kx3eEvkXWKeu,credit_card,1,113.66
2HhHIu1RY729,credit_card,1,180.03
erGsi0ZzSDZ5,credit_card,5,335.18
QW012yFeZ3m4,voucher,1,322.19
mnAvZkqJU07H,credit_card,7,339.86
SdasWRgivApy,credit_card,2,405.52
qyBhE98vPCJY,credit_card,6,395.0
SZGUzcwY9MfH,credit_card,4,245.82
0pNmsYkoWNKQ,wallet,1,66.15
gCWUVmmpMGJv,credit_card,1,121.11
hSxNSzqKN5rM,credit_card,1,513.37
VLiGEJjOJ6UU,credit_card,1,161.88
KceMcwUsftTG,credit_card,2,17.61
2Od9yIvaV3dQ,credit_card,1,352.16
KOWma3WStvzh,credit_card,2,253.8
r1Ful2bw6hMi,voucher,1,183.75
6ddsvO8vlHme,credit_card,1,126.9
qlw38RdkaCLG,credit_card,1,911.62
I65YWFlyFLYR,credit_card,2,216.02
Sv5dECWIkHyi,credit_card,8,76.42
5fmRLcnbwbsz,credit_card,1,281.52
7GkIYZPnqTOH,wallet,1,281.79
3iYdYbsZq5Jb,credit_card,3,134.74
KqdCEQn2Zslr,credit_card,3,64.35
S5paU82lNFcH,wallet,1,1338.41
BXxzWKd6upmt,credit_card,1,171.17
BFyS7MwAoMLt,wallet,1,426.94
eFjxFDNJnxBe,credit_card,3,162.13
Cv4qgVTmf6LS,credit_card,1,30.91
KhzwPdNc2W5I,credit_card,3,249.04
oaXTzKHgRC0F,credit_card,2,172.64
IsDqIhDR4lRt,credit_card,8,49.89
JB4Lugr9LiGO,credit_card,3,676.16
k6sfw5dZ20pP,credit_card,10,198.74
rsrUx7ulLpnt,credit_card,2,206.52
uY5iiR8a9ron,wallet,1,173.74
q5cYGIeOBae6,credit_card,4,962.41
SZQgpFPWo8MM,credit_card,10,161.12
WVFfXSBkrHVi,credit_card,2,104.64
mlo188RsJ3O3,credit_card,2,610.63
phdjDRCxMVUk,credit_card,3,386.0
HmztiwFcySbj,credit_card,1,41.4
ejOyCAcoFpdx,credit_card,1,182.42
Qf2BUv9vVepO,wallet,1,142.46
Eh2SaKII5Kxv,credit_card,6,206.88
YrjpZOtfQHNF,credit_card,2,285.11
LZt02iZtLSFa,credit_card,10,14.49
SBQm4GK1yGcM,wallet,1,172.49
vi7gJg4HQeX7,wallet,1,180.34
jXpULnLmvTZJ,wallet,1,91.15
8QusJIpxaiQn,credit_card,1,15.69
p9nQV8OmuLv0,credit_card,10,268.71
1vJ9pGumwR4i,voucher,1,279.84
DZjYAjQyj3JL,wallet,1,726.06
VMK314cQ8Bgz,credit_card,6,5.55
gzS3YBv2TkLb,credit_card,1,91.19
0Nq2z8qKxPtT,wallet,1,322.7
DSQE2vjvzisD,credit_card,6,252.83
7FU2v8S32HsY,credit_card,3,38.03
5Rt8qxYaHs8w,wallet,1,351.69
y2DbkVf9USiw,credit_card,1,98.08
Pw1RGaKL8d7F,credit_card,2,69.33
HDQAgWxE7LF2,credit_card,1,151.87
s6RG4LzYX3eT,credit_card,4,67.58
YKw3YZqIBZUw,credit_card,10,320.11
F6rpZLYpQ1f8,credit_card,2,127.15
XJA8GEcEjNR7,credit_card,2,313.99
hf5msjL0NLGA,wallet,1,308.81
YYHnpwSHg5H7,credit_card,10,111.91
J34CTK0oFUrV,wallet,1,424.57
yczYvoQDM8IB,credit_card,1,69.59
PusLPbtQhiT3,credit_card,10,193.02
92ps5EJKUy0X,credit_card,1,68.92
iUp6aTt2qY8g,credit_card,3,168.07
0veskVOMbApB,wallet,1,1109.3
RcUjo0wmtRh8,voucher,1,33.48
D8E3B2n0Ewt1,credit_card,6,331.21
7v5upc7qNReP,credit_card,3,106.97
nmTWIorR89SD,credit_card,2,317.64
IOqj0TsbgOHo,credit_card,2,844.98
WtiZFuj67Wqi,debit_card,1,126.3
enMNdToMlH6W,credit_card,2,435.59
zJEtnoHjdty5,credit_card,4,281.26
efAintVwzXbh,credit_card,5,69.83
UdM8sDpnAsGS,wallet,1,63.83
JUhfLmQUeFxG,wallet,1,164.92
NmPdThwfgUPn,credit_card,2,77.01
hQxPqT9DYGDI,voucher,1,406.58
ybZMQJRZDH3e,voucher,1,75.3
YMMkZfuaNWq2,wallet,1,248.61
mf2TvdDiAHLb,wallet,1,382.39
yyT9YcmZZN2Q,credit_card,2,454.76
psv8t5hEWGgg,credit_card,6,77.89
GcekDRBBoRmx,credit_card,6,106.56
2kQxDyE7KNbq,credit_card,3,58.56
kc0G0WqfJ9oz,credit_card,5,118.6
35xcRvzx4NHp,credit_card,1,231.88
k7FJBd6xanCq,wallet,1,176.66
vm58hH24go6i,voucher,1,36.18
BQa3WcewwR0f,credit_card,1,180.18
64oC74kIoqVi,credit_card,8,1099.0
ZnMj54SVE0gP,wallet,1,684.8
nAUMRruMizr7,credit_card,2,430.1
DD7fPliLGQrg,credit_card,7,96.31
jB5MRE7RffWW,wallet,1,842.8
N3GCRedagQ7v,credit_card,1,15.48
3I3BAWECfOis,credit_card,2,95.54
05iIFJw1nBYo,credit_card,3,413.82
axYuBFIIHawE,credit_card,2,108.08
uwfYngLaAe0E,wallet,1,203.99
zAGrCqTB5Fr7,credit_card,1,18.6
50iMX3rfnWSx,credit_card,4,126.29
VnNpXpLRv3iw,credit_card,1,1759.04
tS8A4pMnxvOD,credit_card,1,57.0
d0VjcQDsA4Ao,credit_card,4,300.55
7NPzdHGFeUSe,credit_card,2,135.59
nLRCvgYHpDrL,credit_card,1,194.42
fZ7CKnoHot2c,credit_card,3,196.26
yW3gy7TCxrDT,wallet,1,186.9
uGKvoty0fOZy,debit_card,1,427.23
dErcTyGsRQvp,credit_card,1,339.8
4eMvGGYygKsc,wallet,1,69.2
llVtjHzLdYa4,credit_card,1,479.15
ian2ws44LCa3,credit_card,10,57.74
Rcj7u7yLCy02,credit_card,1,303.77
7aCRQaoObeu2,credit_card,3,1243.66
CzPFJuxnjPlx,credit_card,1,548.45
jAwbCmmCabXA,credit_card,3,287.61
KUDZBuBBlkur,wallet,1,5.39
oOaFhnT3gnpH,credit_card,6,14.67
Fr4ZVt4NH9k6,credit_card,1,225.72
7EoCQTrJNE9Q,wallet,1,517.44
DAOhVW6u8QLC,credit_card,1,50.39
QIydeuVkosNH,wallet,1,126.8
NXSjlOfq3jew,credit_card,3,228.5
9oKtM2tu8phM,credit_card,2,373.97
GVBzFhhvfjIL,credit_card,1,77.43
PxtJeRO9fJDI,credit_card,6,233.92
LaYhebnYxrYA,credit_card,8,15.71
kj4u6xXbvigx,credit_card,4,135.82
xyqsd3CxaFU8,voucher,1,586.43
fD5gPUlFYNru,credit_card,5,189.96
2NdSGzyo8f2X,credit_card,1,82.32
Dwpphy6m7L13,credit_card,3,1069.04
3eyU7sHfDRny,wallet,1,187.06
hkVGfaWJJqha,credit_card,5,3.91
BiTDA7uKcU2v,credit_card,4,184.22
xE6VQhk1lAHv,voucher,1,530.99
DzOT2E0hJWZ6,credit_card,3,519.8
tf6dRzEuOYb0,credit_card,2,112.15
zwaJQokRF1QY,voucher,1,328.63
kSUkHTFmuMXt,credit_card,4,385.57
Xa2KFrSR1yc6,credit_card,6,256.56
yKQDM16WP62m,credit_card,3,329.76
x8USyC9sRm1L,voucher,1,16.18
pJfWEPapBqox,credit_card,10,211.16
586B339DOqVy,credit_card,7,189.22
5PoVndKMFu6l,wallet,1,569.06
OLJC3GvSHqYv,credit_card,3,243.83
tyXDpyJFnCYr,wallet,1,74.47
VhAkVBtYvYvm,voucher,1,82.01
V8E6p65z5Jz5,credit_card,6,73.5
sfQsjD9EKzkS,credit_card,1,145.3
hDN8BnLT0zPN,credit_card,1,99.62
XefmNHeXr9Rg,wallet,1,82.31
CJEULtT24vot,wallet,1,878.04
Kl8LggojbNfy,wallet,1,108.75
8UldscFKmTdu,wallet,1,145.74
dCW2urC2SEG1,wallet,1,153.17
rrXqyjVuWKle,credit_card,1,15.25
I5owKOnJ3g4F,credit_card,8,229.02
77MhwpxWa8aD,credit_card,3,340.5
X4j7ef6BTGie,credit_card,1,9.16
l0UODP7D1RIc,debit_card,1,78.88
GxopvMSCvaEk,credit_card,6,544.92
EfqsnuzOFH0X,credit_card,1,157.98
3Tyjs2tCrS5E,voucher,1,166.71
5UJiyVFK9ujd,credit_card,8,87.41
2RYs4SKfcfPa,credit_card,2,367.26
ztyfJEfJIGtv,wallet,1,12.68
faUS0GwSc4xu,debit_card,1,221.84
QidmzQJQH4DH,voucher,1,86.7
tztTcuTLolZ1,credit_card,1,36.5
g02ge0PYkNC0,credit_card,2,819.32
oJMjz6eKJ3Jx,wallet,1,29.68
LtCs2VjOpo3j,credit_card,4,436.42
svqSrhm1ZroL,credit_card,3,176.76
I4OUWrvvAdEH,credit_card,1,1274.51
4NGFYHKopDMB,credit_card,1,9.01
notd5jyQabLD,credit_card,2,199.06
DgTzJgsUAxqC,wallet,1,26.11
OnaiCFZ5AmCD,wallet,1,282.82
Aqjo11lt1CUO,credit_card,8,568.08
G7AI9rOX1G4x,wallet,1,90.79
hRM2BREAhyyz,credit_card,2,375.43
LtwT9qCgXfKL,credit_card,1,431.15
7Gb7J4upMF7P,credit_card,10,117.2
SEKYfZ6yHpc8,credit_card,2,96.19
O0KcU9bvzImb,credit_card,6,154.32
cqUxV4brwBK2,credit_card,2,91.06
pj8olTRcJmoR,wallet,1,398.98
ASX5iCrQCirl,credit_card,1,449.43
vYHCEYRnCVUI,voucher,1,33.48
GBQnk1zNe1Oz,credit_card,2,224.95
bo2DyXDeIBxz,credit_card,6,247.41
eeprGzS5jJlb,wallet,1,426.25
YL84x5zoyjm5,credit_card,1,151.75
tYAF0w7tNxJw,credit_card,10,376.61
ti1tIULjMZGr,credit_card,1,130.34
FTxXzQY0iSfd,wallet,1,173.02
bpWPtREiHfDa,credit_card,1,53.6
ixWo59v4wLJ6,credit_card,10,160.62
7PaB3S5bDEc9,credit_card,5,162.68
avuSaa6i8na9,credit_card,3,18.29
JH0PU08628h5,wallet,1,220.3
amc0UEluGahR,credit_card,10,300.3
5ubqZEtkuV8m,credit_card,4,255.47
Zj4Mjr4jZ1GQ,credit_card,2,556.24
Vt6UUtzVh5Lc,credit_card,5,195.17
pv7DdXj6cfDS,credit_card,7,216.02
VXsPrbqA2guF,wallet,1,472.02
SR4zADlztXMw,wallet,1,55.88
t0Z8jBPDsM9O,wallet,1,33.98
vEmurcIJQc3h,credit_card,5,186.62
6NIDp4S8PqWb,credit_card,1,373.95
AKct1OOWZxIF,credit_card,4,182.42
80AztD9ELdmR,wallet,1,86.46
CXo7e31A2BYc,wallet,1,66.48
QfnYBX6atLDD,credit_card,5,701.85
p6KNuV7eX2oB,credit_card,2,41.83
OACUChj51jDG,credit_card,1,386.76
nKJVatv7O1xL,credit_card,3,57.67
oUboOsA67sBe,credit_card,1,115.33
TSknUbh7dce6,voucher,1,89.35
DfMLFqDFe31o,credit_card,2,154.45
hZzHJo55eefp,credit_card,3,367.99
fiEpRmYU9RLW,credit_card,10,74.72
U36cQ57IoPcy,credit_card,7,105.49
W9PKiIjFwLVU,credit_card,1,155.2
ShsYN09CmLa5,credit_card,6,381.88
ge7feSsOW8Li,credit_card,10,27.4
SR9XiO7Xq9KA,credit_card,4,462.54
G5PwtgNhWIO4,credit_card,5,62.53
IDajEe8oxqhG,credit_card,4,442.18
T0HKWnRp0fkZ,wallet,1,118.82
bubWrgr6nnG1,credit_card,6,17.69
XHvbNQJST8ce,credit_card,3,37.79
exP6zrviI33R,credit_card,1,47.09
1QCPez7E1pd4,wallet,1,365.52
MH88qgaUH2WC,credit_card,1,147.06
EdtX7xlSPclU,credit_card,3,203.04
xRQIB52uupCQ,credit_card,1,785.2
m3SyQQD4wvEP,credit_card,3,153.69
7J9YYRIWZSzE,wallet,1,3.81
gh9p7r4wDUnG,credit_card,1,215.76
c72dTZuRYD5L,wallet,1,274.88
YFeM69sMQubu,credit_card,10,154.89
P5hRi6YMcand,credit_card,10,257.49
6QTGoNKnKmW0,credit_card,4,13.41
FP15vdLujxHk,credit_card,1,158.38
5rfXJFQqL4nY,credit_card,10,127.42
